"	State",Hub Size,Airport Name,LOC_ID,FYE,Date Filed,Passenger airline landing fees,Landing Fee (from Obsolete form FAA-5100-127),Terminal arrival fees - rents - utilities,Terminal/International arrival area rental or other charge (form Obsolete form FAA-5100-127), Terminal area apron charges/tiedowns,Federal Inspection Fees,Other passenger aeronautical fees,Total Passenger Airline Aeronautical Revenue,Landing fees from cargo,Landing fees from GA and military, FBO revenue - contract or sponsor-operated,Cargo and hangar rentals,Aviation fuel tax retained for airport use,Fuel sales net profit/loss or fuel flowage fees,Security reimbursement from Federal Government,Other non-passenger aeronautical revenue,Total Non-Passenger Aeronautical Revenue,Total Aeronautical Revenue,Land and non-terminal facility leases and revenues,Terminal-food and beverage,Terminal-retail stores and duty free,Terminal-services and other,Rental cars-excludes customer facility charges,Parking and ground transportation,Hotel,Other Non-Aeronautical Revenue,Total Non-Aeronautical Revenue,Total Operating Revenue,Personnel compensation and benefits,Communications and utilities,Supplies and materials,Contractual services,Insurance claims and settlements,Other Operating Expenses,Subtotal - Operating Expenses,Depreciation,Total Operating Expenses,Operating Income,Interest Income,Interest expense,Grant receipts,Passenger Facility Charges,Capital Contributions,Special items (loss),Other Non-Operating Revenue,Total Non-Operating Revenue,Change in net assets,Net assets (deficit) at beginning of year,Net assets (deficit) at end of year,Airfield,Terminal,Parking,Roadways - Rail - Transit,Other Capital Expenditures,Total Capital Expenditures,Long Term Bonds,Loans and interim financing,Special facility bonds,Total Debt at End of Year,Restricted debt reserves,Restrictions for renewals and replacements,Restricted other,Total Restricted Assets,Unrestricted Cash and Investments,Bond proceeds,Proceeds from sale of property,Debt service (excluding coverage),Debt service (net of PFCs and offsets),Enplanements,Landed weights in pounds,Signatory landing fee rate per 1000 lbs,Annual aircraft operations,Passenger airline cost per enplanement,Full time equivalent employees at end of year,Security and law enforcement costs,ARFF costs,Repairs and maintenance,Marketing - Advertising - Promotions,
"				  NY",N,STEWART INTL,SWF,12/31/22,6/21/23,79783,0,267479,0,0,0,83715,430977,657580,260855,0,523990,0,637113,0,2963434,5042972,5473949,0,29614,109,60517,1039221,1493646,431521,220293,3274921,8748870,1488195,387744,1016143,2.166299E+7,1089921,1268529,26913522,11806097,38719619,-29970749,0,0,5504009,740566,0,0,-5910078,334497,-29636252,0,0,700637,844040,0,0,648568,2193245,0,0,0,0,0,0,0,0,-9964192,8663580,0,9667334,9667334,148758,6.84814E+8,1.4,28197,2.9,5,591701,0,19806568,293825,
"				  IA",N,WATERLOO MUNI,ALO,6/30/22,12/2/22,210571,0,297216,0,0,0,0,507787,0,0,49949,96314,0,25414,0,0,171677,679464,376919,0,0,60522,148096,71704,0,25082,682323,1361787,702458,114361,9342,40747,11903,244206,1123017,0,1123017,238770,707,0,4795303,73541,0,0,0,4869551,5108321,1.193929E+7,11026312,3376001,0,0,0,384279,3760280,418000,0,0,418000,0,0,0,0,0,0,0,0,0,17854,3.787705E+7,1.69,24098,28.44,6,0,61430,163043,31007,
"				  KS",N,GARDEN CITY REGIONAL,GCK,12/31/22,4/20/23,16588,0,127591,0,0,0,0,144179,0,0,26244,66135,0,47985,0,0,140364,284543,36619,8623,0,47303,0,0,0,670,93215,377758,620854,147489,67247,230775,21812,0,1088177,648546,1736723,-1358965,0,0,0,0,1182718,0,6111940,7294658,5935693,38569718,44514984,7886633,0,0,0,0,7886633,0,0,0,0,0,0,0,0,9313664,0,0,0,0,29168,7613580,1,15237,4.94,8,20070,0,114119,31851,
"				  IL",L,CHICAGO OHARE INTL,ORD,12/31/22,6/29/23,5.1063159E+8,0,370592145,0,4685741,0,0,885909476,0,0,3040451,30306742,0,3612121,5024900,0,41984214,927893690,18448366,50655261,44278183,3803614,41223348,114989338,55783888,2357777,331539775,1259433465,344555349,33796969,20858001,242679068,9081497,239398056,890368940,375346177,1265715117,-6281652,-106997003,-420612293,195767132,134919746,0,0,35071750,-161850668,-168132320,1078083247,909950926,167045016,499881462,27651105,981077,7683212,703241872,10593223844,291038488,0,10884262332,291038488,0,3002634382,3293672870,351959714,2.35244709E+9,0,726457498,644484439,3.409571E+7,50376953138,10.58,711561,25.98,1766,0,0,1.3101463E+8,0,
"				  AL",N,DANNELLY FIELD,MGM,9/30/22,7/18/23,791923,0,2728541,0,0,0,0,3520464,0,0,49510,241605,0,0,9870,0,300985,3821449,207902,100670,0,22098,1323294,1544770,0,289929,3488663,7310112,2290566,227140,65943,163756,413072,3371109,6531586,4082666,10614252,-3304140,71539,-405506,1860470,625643,3939500,0,550925,6642571,3338431,3.475638E+7,3.869588E+7,4195260,4996000,0,0,6113925,15305185,8445000,0,0,8445000,842262,0,93558,935820,0,0,0,720195,455000,153999,185211642,4.2,36567,22.86,45,781234,0,1482604,312802,
"				  FL",S,PANAMA CITY-BAY CO INTL,ECP,9/30/22,3/22/23,2227844,0,2619122,0,0,0,-3239419,1607547,12155,0,448784,437152,0,105506,111160,0,1114757,2722304,0,561113,186727,273837,4864568,4559050,0,1666595,12111890,14834194,5092262,1052270,709264,2542535,252753,89403,9738487,15631782,25370269,-10536075,81619,-757961,4856979,2689239,0,0,1126058,7995934,-2540141,258467349,255927208,558731,1633752,152684,0,1893263,4238430,0,30962949,0,30962949,0,0,10518436,10518436,25740452,0,5425,2614217,1254824,770665,8.3055983E+8,2.68,78312,2.09,64,1678521,1229180,2241820,230231,
"				  MI",N,HOUGHTON COUNTY MEMORIAL AIRPORT,CMX,12/31/22,6/26/23,92094,0,186805,0,335,0,100598,379832,51220,11987,0,96584,0,207015,0,286,367092,746924,177107,2236,0,0,82488,0,0,257341,519172,1266096,707808,125033,183043,84234,49897,54109,1204124,1154927,2359051,-1092955,0,0,2111,0,119652,0,0,121763,-971192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"				  NM",N,GRANT COUNTY,SVC,6/30/22,,0,0,0,0,0,0,0,0,0,7976,9992,79793,93092,1721537,0,0,1912390,1912390,0,0,0,0,0,0,0,0,0,1912390,260468,26066,0,0,12409,1508457,1807400,0,1807400,104990,0,0,2155269,0,0,0,0,2155269,2260259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"				  IL",N,MIDAMERICA/SCOTT AFB,BLV,12/31/22,6/28/23,109266,0,29449,0,10860,0,8858,158433,5850,386716,76754,244875,63636,915158,0,8320,1701309,1859742,564028,75860,0,38443,4243,1897731,0,197717,2778022,4637764,1732873,386043,144056,1993282,413253,1880957,6550464,6238511,12788975,-8151211,7269,-3172375,3.82338E+7,470077,5475484,0,2984699,43998954,35847743,5548195,43973435,23277491,14164697,85094,0,2260534,39787816,66666383,89261432,0,155927815,857753,0,0,857753,5727694,0,3600,4900453,4900453,162657,156773397,2.5,1450879,0.97,18,990353,737032,2568448,29339,
"				  AL",N,MOBILE REGIONAL,MOB,9/30/22,2/3/23,907196,0,2664005,0,142767,0,218110,3932078,0,0,102902,44339,0,0,92878,252719,492838,4424916,475388,0,133803,101100,1797806,2086323,0,10475,4604895,9029811,4218093,837514,89759,1207638,315259,440023,7108286,3460505,10568791,-1538980,69793,-186480,5189360,982690,0,0,999094,7054457,5515477,86706171,92285624,0,1404167,0,0,0,1404167,7380000,0,0,7380000,0,0,4134710,4134710,0,0,0,966480,0,272068,2.9496285E+8,2.22,68554,14.45,87,897444,725000,315457,9055,
"				  OH",M,CLEVELAND-HOPKINS INTL,CLE,12/31/22,7/17/23,-14417387,0,51642574,0,0,386659,0,37611846,943965,730041,598571,8789534,0,255815,560300,0,11878226,49490072,570632,2982057,2288312,6922749,11951697,40323459,100000,3818969,68957875,118447947,2.070031E+7,5744384,4885539,23139295,1276129,15742710,71488367,56529886,128018253,-9570306,5463035,-1.91E+07,16498511,17535484,0,0,-2435202,17981378,8411072,419840598,4.2825167E+8,299581,2383379,0,947968,1861250,5492178,487937814,0,0,487937814,121692503,0,166109408,287801911,140449759,0,0,62565066,45765066,4291537,5222496,-3.22,101314,8.76,326,7900140,6269644,3216392,334260,
"				  HI",L,HONOLULU INTL,HNL,6/30/22,2/9/23,46484466,0,83919848,0,612693,0,0,131017007,0,0,3520670,12144601,1785714,3242125,0,9805330,30498440,161515447,14880844,3931762,5849212,4791777,29389504,16729383,0,7999492,83571974,245087421,51023731,28681518,6280956,67592666,1827709,54484093,209890673,87920951,297811624,-52724203,8142728,-56018251,57483193,21769683,0,0,15729692,47107045,-5617158,2532988892,2576838096,6943544,9.061823E+7,4278691,658762,29846133,132345360,2122151871,467529872,420824023,3010505766,192632765,0,392477332,585110097,551753980,1.832756E+8,0,65154108,55264441,7919496,15337016,4.61,271775,16.54,689,45255421,11957017,35385025,0,
"				  MS",N,GOLDEN TRIANGLE REGIONAL,GTR,6/30/22,2/3/23,46373,0,218345,0,1065,0,33587,299370,0,0,25523,112880,0,192568,46705,0,377676,677046,85372,0,0,15177,211338,386983,0,171245,870115,1547161,963183,145271,68763,387195,77187,115884,1757483,0,1757483,-210322,0,0,2569405,174816,0,0,0,2744221,2533899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41390,0,0,0,7.23,20,79278,0,0,0,
"				  OR",N,ROBERTS FIELD,RDM,6/30/22,12/27/22,1869486,0,898003,0,0,0,460399,3227888,47723,0,265712,305066,0,402107,0,117407,1138015,4365903,1389935,298545,62816,179030,1773258,5361586,0,839869,9905039,14270942,3122361,470961,1166545,3334422,744,304094,8399127,4439954,12839081,1431861,-120568,-1019675,12984186,1957691,0,0,12799,13814433,15246294,1.2303648E+8,138282774,5801569,180505,0,0,482584,6464658,29005000,1335554,0,30340554,0,0,8459520,8459520,22744443,0,5485,2029043,71351,510027,657056397,3.08,74204,6.33,28,668034,667260,558483,25000,
"				  IA",S,THE EASTERN IOWA AIRPORT CEDAR RAPIDS,CID,6/30/22,10/28/22,1195888,0,1751386,0,0,0,0,2947274,616508,0,573950,2099677,0,62695,121564,0,3474394,6421668,1410018,661617,117547,11038,1898419,6676124,0,1911426,12686189,19107857,4536071,670310,1587346,4204992,590538,145069,11734326,12273334,24007660,-4899803,152045,0,18308274,2552092,88406,0,-1330264,19770553,14870750,241733848,256604595,14559335,1732517,1897363,551397,2389780,21130392,0,0,0,0,0,0,0,0,63290613,0,0,0,0,612655,1.08717817E+9,1.67,44915,4.81,52,733158,733158,404711,914001,
"				  GA",N,BRUNSWICK GOLDEN ISLES AIRPORT,BQK,6/30/22,1/12/23,77436,0,101184,0,0,0,0,178620,0,0,671008,0,8565,0,61065,31509,772147,950767,2550174,0,0,33710,389191,55823,0,55238,3084136,4034903,1836696,380296,613455,270494,181517,0,3282458,4008857,7291315,-3256412,1085,-6327,0,139235,2066565,0,0,2200558,-1055854,53240292,5.338927E+7,3215271,6063,289451,0,1249937,4760722,0,0,0,0,0,0,0,0,0,0,0,0,0,40558,55930,1.6,53622,4.4,21,11052,16349,449599,91325,
"				  AZ",N,YUMA MCAS/YUMA INTL,NYL,9/30/22,2/27/23,218036,0,389440,0,0,0,0,607476,6889,0,314795,1248271,0,564833,86985,0,2221773,2829249,12120,54826,0,73954,1233680,390627,0,97350,1862557,4691806,2475657,275983,73717,162801,175599,3170811,6334568,2880794,9215362,-4523556,9425,-109871,4535663,378811,0,0,598602,5412630,889074,46091914,46980988,117605,221182,0,0,0,338787,2222303,0,0,2222303,0,0,1598481,1598481,4965381,0,0,3050449,0,94400,0,1.25,71917,6.44,23,0,0,235572,108243,
"				  MT",N,MISSOULA INTL,MSO,6/30/22,12/7/22,831547,0,1453054,0,0,0,875203,3159804,40248,184265,260451,349587,133167,0,131925,0,1099643,4259447,302992,170206,130997,219395,2079126,2256973,0,-21622,5138067,9397514,4881327,541081,945819,901073,136866,0,7406166,6168907,13575073,-4177559,5959,-571022,15234312,1477715,1686505,-207500,1501938,19127907,14950348,95386277,110336619,1929485,23876052,1936466,69102,377137,28188242,19440500,0,0,19440500,0,0,1724861,1724861,5980812,1.55155E+7,0,7971022,0,418671,489936,1.5,20613,7.55,50,826305,826305,354361,157010,
"				  TN",S,LOVELL FIELD,CHA,6/30/22,12/28/23,1105500,0,1310350,0,0,0,689556,3105406,105744,0,0,2456943,0,1.397554E+7,0,1294557,17832784,20938190,462219,262470,0,0,2441775,5640743,0,0,8807207,29745397,3091077,502523,13594,166791,0,16113682,19887667,9889611,29777278,-31881,475644,-478569,8777003,1770514,0,0,673692,11218284,11186403,159543862,170730265,1143587,2007260,999863,106201,1018289,5275200,0,19638138,0,19638138,3871621,0,0,3871621,44793109,0,0,1617103,0,432717,5.4939827E+8,2.07,87960,7.18,49,21625,77378,905186,303188,
"				  MT",N,BERT MOONEY,BTM,6/30/22,10/19/23,41841,0,311769,0,0,0,75585,429195,0,0,0,0,0,0,27360,0,27360,456555,0,0,0,0,162357,0,0,138159,300516,757071,422675,117596,5183,56154,82334,230744,914686,1493111,2407797,-1650726,519,-62869,1543840,0,867385,0,308087,2656962,1006236,28243614,2.924985E+7,0,0,0,0,958105,958105,0,0,0,0,0,0,0,0,0,0,4500,578910,0,0,0,0,0,0,0,0,0,0,0,
"				  OR",N,NORTH BEND MUNI,OTH,6/30/22,12/20/22,62813,0,100301,0,0,0,0,163114,0,406293,85617,128829,0,57680,0,0,678419,841533,2400885,0,0,10500,137069,7020,0,0,2555474,3397007,1632521,253058,46649,339459,238379,550775,3060841,3164269,6225110,-2828103,446301,-626386,3207640,63863,0,0,1507745,4599163,1771060,41671202,43442262,627627,0,0,0,3634786,4262413,15470879,0,0,15470879,0,0,0,0,6031030,0,0,1697884,1634021,27056,2.054E+7,1.8,426506,6.03,17,0,78649,145162,81341,
"				  AL",N,NORTHWEST ALABAMA REGIONAL,MSL,9/30/22,3/28/23,15880,0,106408,0,0,0,0,122288,0,17463,224261,201469,0,1896412,18730,0,2358335,2480623,80660,949,0,0,6656,0,0,0,88265,2568888,593145,71792,1775435,23910,0,0,2464282,990025,3454307,-885419,3391,-19678,1773527,15902,0,0,0,1773142,887723,16104429,1.604813E+7,1628496,241800,0,0,0,1870296,443000,0,0,443000,84576,0,62753,147329,1583288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"				  PA",N,JOHNSTOWN-CAMBRIA COUNTY,JST,12/31/22,8/1/23,21150,0,92992,0,0,0,79338,193480,0,4560,74055,266881,0,0,0,315000,660496,853976,16025,16024,0,9595,32075,0,0,4977,78696,932672,506684,103146,162018,163525,76348,133137,1144858,1257982,2402840,-1470168,8479,0,1521459,32012,0,39589,174000,1775539,305371,14883712,15189083,127829,592510,12939,0,583843,1317121,0,0,0,0,0,0,0,0,3121879,0,39589,0,0,0,0,0,0,0,0,0,5633,49230,117290,
"				  MI",N,CAPITAL CITY,LAN,6/30/22,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"				  IA",N,BURLINGTON REGIONAL,BRL,6/30/22,9/29/22,4798,0,46543,0,0,0,0,51341,0,0,2250,97966,0,12232,0,9000,121448,172789,50936,0,0,0,45313,2580,0,0,98829,271618,195480,52461,17944,27501,6198,97098,396682,1314906,1711588,-1439970,6330,0,502896,22005,0,0,210267,741498,-698472,2.117401E+7,20475539,242162,17135,0,0,22024,281321,0,0,0,0,0,0,0,0,716420,0,0,0,0,0,0,0,0,0,0,0,10000,19018,58161,
"				  NY",S,SYRACUSE HANCOCK INTL,SYR,6/30/22,12/2/22,6338581,0,6120641,0,0,0,0,12459222,2196565,0,690071,504991,0,302555,124100,0,3818282,16277504,892954,887101,404327,1243917,4474887,14526401,0,107786,22537373,38814877,17640929,2328192,1772632,5401830,293984,5576968,33014535,2535309,35549844,3265033,10961,-2344233,22562453,4793254,-10062014,0,3283765,18244186,21509219,4.550965E+7,67018869,19475472,109075,0,0,1047708,20632255,42573404,0,0,42573404,5187937,0,22495829,27683766,36481606,42573404,0,15145233,0,1132468,1813847032,4.85,58978,11,105,3242244,3912354,763904,577411,
"				  VA",N,LYNCHBURG REGIONAL,LYH,6/30/22,1/19/23,91142,0,236748,0,0,0,0,327890,0,0,473537,363450,0,231899,87350,0,1156236,1484126,38124,6124,0,39900,500978,418403,0,282250,1285779,2769905,951481,208094,192569,1898631,52735,219450,3522960,2050505,5573465,-2803560,32224,-26675,6632385,302589,0,0,2458159,9398682,6595122,44004824,50599946,5870848,182163,0,0,0,6053011,857993,0,0,857993,0,0,51547,51547,11045902,0,0,96546,96546,72537,7.92538E+7,1.15,98306,4.52,19,155336,272559,1259737,94061,
"				  CA",N,SANTA MARIA PUB/CAPT G ALLA,SMX,6/30/22,10/31/22,33436,0,23148,0,0,0,0,56584,12188,0,742391,710459,0,69330,12740,18243,1565351,1621935,1614825,31884,0,0,179519,0,194859,33135,2054222,3676157,1510702,475879,130169,2529531,319065,534343,5499689,2485621,7985310,-4309153,30565,0,1060663,102651,0,0,1997321,3191200,-1117953,36682301,3.556435E+7,100664,200155,0,0,109362,410181,0,0,0,0,0,0,0,0,0,0,0,0,0,11739,0,0,0,4.82,0,413197,839440,307394,110873,
"				  ND",N,DEVILS LAKE REGIONAL,DVL,12/31/22,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"				  OK",S,WILL ROGERS WORLD,OKC,6/30/22,12/16/22,5047134,0,3777795,0,0,0,0,8824929,714544,0,2168551,1848125,0,1864894,262800,0,6858914,15683843,2506052,-16878,1334983,187552,8063609,15718883,0,18351222,46145423,61829266,1.064077E+7,1989842,1744730,15205595,1331143,3159129,34071209,29406781,63477990,-1648724,-35285,-6350094,29789489,7427447,0,0,3859299,34690856,33042132,589731276,622773408,1011406,16643896,0,5700,18658577,36319579,146328462,0,0,146328462,27072613,0,54392816,81465429,196337453,0,16165,13885285,7335094,1903178,2.199054E+9,1.86,175140,4.64,144,4556053,3118135,2452847,349819,
"				  KY",S,BLUE GRASS,LEX,6/30/22,10/25/22,2375937,0,4325517,0,0,0,0,6701454,0,46138,792928,670499,0,161022,0,61500,1732087,8433541,131579,255255,222693,3341018,2210646,3656492,0,322152,10139835,18573376,7884212,1212164,1755687,1048090,473833,1812935,14186921,0,14186921,4386455,1531985,-2272529,25919089,2333950,0,0,-1315514,26196981,30583436,1.5496185E+8,173293382,2.126955E+7,590527,208348,0,674949,22743374,74145000,0,0,74145000,27352809,0,124272771,151625580,0,0,0,6887529,2893354,575548,649552,3.73,75437,11.64,84,1246824,1246824,3308291,347549,
"				  HI",S,HILO INTERNATIONAL,ITO,6/30/22,2/8/23,1595302,0,2629925,0,34265,0,0,4259492,0,0,18619,622360,61284,0,0,499414,1201677,5461169,316487,58457,8300,120805,2509922,951086,0,142672,4107729,9568898,7905357,1466226,822283,6255369,185494,4666245,21300974,7534675,28835649,-19266751,433502,-1682283,7185398,158585,0,0,1405037,7500239,-11766512,0,0,1185917,1440481,48,0,1472994,4099440,0,0,0,0,0,0,0,0,0,4769730,0,3338667,3023389,530429,827841,4.61,42875,8.03,86,4547318,4467019,2704416,0,
"				  FL",M,JACKSONVILLE INTL,JAX,9/30/22,3/31/23,12090367,0,13142203,0,1086175,0,-1102670,25216075,1946169,845972,1061408,8166847,0,918695,0,399994,13339085,38555160,5328413,2734508,1975360,0,15831076,28224339,169726,6024484,60287906,98843066,29051975,4793250,11278829,1.464812E+7,1766713,1842946,63381833,34125088,97506921,1336145,-200214,-7076611,9264486,12870711,0,0,17367948,32226320,33562465,589865914,623428379,3821914,10142877,3196103,490715,60148804,77800413,0,183346162,0,183346162,0,0,6148610,6148610,165292989,0,0,25711261,17057292,3198391,4120298,3.38,99184,7.88,265,6433669,5311478,8817135,710278,
"				  MS",N,HATTIESBURG-LAUREL REGIONAL,PIB,9/30/22,11/30/22,30917,0,43918,0,0,0,0,74835,0,0,57897,241971,0,76154,27285,0,403307,478142,77588,2717,0,0,3494,0,0,1391680,1475479,1953621,501438,52003,184579,94626,142370,0,975016,790553,1765569,188052,1125,-9199,3882921,62406,0,0,43854,3981107,4169159,21072332,26227277,0,0,0,0,2297428,2297428,0,0,0,0,0,0,0,0,2071584,0,0,396764,113764,0,0,0,0,0,0,38787,8181,91134,15895,
"				  MI",N,DELTA COUNTY,ESC,9/30/22,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"				  GU",S,GUAM INTERNATIONAL,GUM,9/30/22,3/29/23,2776881,0,5774030,0,1230607,0,0,9781518,0,0,0,1046744,0,242143,0,747605,2036492,11818010,7770030,833047,10258928,672714,856535,120882,0,17330002,37842138,49660148,19713823,7067733,1300133,9178919,1170383,1550080,39981071,31247535,71228606,-21568458,-651700,-9581758,32878943,1349349,0,0,-1288923,22705911,1137453,281896087,281814001,0,0,0,0,41519883,41519883,191280700,587012,0,191867712,20351135,0,1000420,21351555,30848552,0,0,8074221,0,418234,1.699584E+9,1.71,18756,23.39,203,5664148,3858639,4671161,189101,
"				  TN",S,MC GHEE TYSON,TYS,6/30/22,12/23/22,4361669,0,3709102,0,856578,0,0,8927349,1140095,125707,393489,855377,0,278501,0,141406,2934575,11861924,299532,659151,549993,498545,5587824,13135155,0,0,20730200,32592124,13143472,1919464,2717180,2752136,473282,1556453,22561987,13810954,36372941,-3780817,378304,-867818,6335106,4890019,6052611,0,2672705,19460927,15680110,314977173,330657283,0,0,0,0,0,0,28885000,0,0,28885000,0,0,16520981,16520981,67180322,0,0,6293193,0,1177367,1612223,2.94,103468,7.58,148,5210987,0,1486208,373295,
"				  CA",L,SAN DIEGO INTL,SAN,6/30/22,1/19/23,33074467,0,103147373,0,7045871,2201290,-2078912,143390089,2279749,330272,6291364,4878138,0,295361,324800,1810075,16209759,159599848,4796268,20462609,10434592,15567671,43511064,56837913,0,8043927,159654044,319253892,46373066,14193387,1804063,7.84603E+7,1740603,6743038,149314457,141918773,291233230,28020662,19683045,-109675241,106273414,40394092,0,0,-61220332,-4545022,23475640,888924997,912400637,4.766234E+7,200641464,50537897,45024153,30382458,374248312,3385838691,0,2.82005E+8,3667843691,141926515,0,34711472,176637987,441168438,2274125831,0,152991142,122985802,9953162,11764084677,3.01,190485,14.41,379,25707878,5653140,17033545,4104906,
"				  ID",N,FRIEDMAN MEMORIAL,SUN,9/30/22,1/19/23,240453,0,339355,0,0,0,0,579808,0,627065,596533,761364,0,445112,0,99490,2529564,3109372,0,0,62905,0,966849,661035,0,2739,1693528,4802900,1732829,186920,116351,806303,52409,811565,3706377,3703394,7409771,-2606871,69795,-8757,2000000,389413,25148182,0,0,27598633,24991762,58593141,83584903,8780711,67091,0,0,17787077,26634879,0,129593,0,129593,0,0,5500,5500,8230518,0,0,0,0,102494,137401109,1.75,26211,5.66,14,387349,395255,1563486,0,
"				  WY",N,WORLAND MUNI,WRL,6/30/22,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"				  IL",N,QUAD-CITY,MLI,6/30/22,12/14/22,881865,0,1775594,0,0,0,804110,3461569,19187,0,315833,343135,0,587683,120450,445334,1831622,5293191,767748,38893,70150,160436,1336680,2276535,98002,467814,5216258,10509449,4462626,975600,156398,2143403,1100180,434716,9272923,7672740,16945663,-6436214,346369,-241386,10117756,1163514,162496,0,3039964,14588713,8152499,108934157,117086656,2130534,2553957,107335,0,1775725,6567551,14446498,0,0,14446498,727249,0,81141619,81868868,30735565,0,56750,2151560,690663,282455,309308032,2.84,30060,12.26,75,724149,495894,1806708,259682,
"				  WY",N,ROCK SPRINGS - SWEETWATER COUNTY,RKS,6/30/22,12/27/23,39838,0,81451,0,0,0,0,121289,14596,5163,79860,521441,18466,668749,24913,9600,1342788,1464077,16044,1979,0,22252,118446,1075,0,69428,229224,1693301,1030793,163994,185220,205779,85321,168027,1839134,2312476,4151610,-2458309,26509,-907,1681948,72867,11180842,0,89,12961348,10503039,30956446,41459485,648646,4872202,0,0,4875692,10396540,0,752650,0,752650,0,0,0,0,3319985,0,0,0,0,17899,34795671,1.56,14000,6.78,9,14471,186968,700237,155902,
"				  SD",S,JOE FOSS FIELD,FSD,12/31/22,4/28/23,892773,0,901991,0,0,0,0,1794764,391733,0,491311,86165,0,106320,118075,671017,1864621,3659385,1303275,359159,283525,188779,2036893,6179546,0,58333,10409510,14068895,3022209,777704,1499722,1294069,242744,1917711,8754159,6642811,15396970,-1328075,1030352,0,6834771,3397660,10651383,0,311731,22225897,20897822,180192712,201090534,7215334,3685376,3909454,22286,1323824,16156274,0,0,0,0,0,0,157011676,157011676,39081761,0,0,0,0,611933,1055936079,1.2,51957,2.93,36,541066,4040,645917,309772,
"				  ME",N,KNOX COUNTY REGIONAL,RKD,12/31/22,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"				  WY",N,CHEYENNE,CYS,6/30/22,12/22/22,458,0,0,0,0,0,0,458,4158,0,110328,223570,19900,616670,19049,538340,1532015,1532473,1430118,0,0,0,166687,0,0,13157,1609962,3142435,1748228,521861,246145,479708,179317,226410,3401669,0,3401669,-259234,24791,0,10346665,34774,0,0,0,10406230,10146996,73004284,74494764,0,250000,6800,0,7954939,8211739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"				  IL",N,WILLIAMSON COUNTY REGIONAL,MWA,12/31/22,6/6/23,16107,0,80770,0,0,0,0,96877,0,0,76672,94566,0,15885,49520,53160,289803,386680,131501,0,0,0,43844,0,0,0,175345,562025,754099,142717,116303,223462,118839,184987,1540407,1028618,2569025,-2007000,21062,-187433,385996,46668,0,0,1718052,1984345,-22655,26624474,26601819,538804,0,0,0,371553,910357,3950000,0,0,3950000,62028,0,0,62028,0,0,0,284298,0,0,0,0,0,0,0,0,0,0,0,
"				  PA",N,ERIE INTL,ERI,12/31/22,6/8/23,298181,0,742626,0,0,0,243888,1284695,9368,69297,69539,42365,0,97755,107220,9428,404972,1689667,11889,34305,0,0,380691,358480,0,489685,1275050,2964717,1780953,235788,202710,331315,191458,294451,3036675,4708145,7744820,-4780103,15650,0,2351080,257361,0,0,274635,2898726,-1881377,104957133,103075756,1165489,309003,125770,0,136891,1737153,0,0,0,0,0,0,1578569,1578569,11918066,0,0,0,0,62355,6.86407E+7,4.48,25004,20.6,20,378229,24804,302371,60997,
