"	State",Hub Size,Airport Name,LOC_ID,FYE,Date Filed,Passenger airline landing fees,Landing Fee (from Obsolete form FAA-5100-127),Terminal arrival fees - rents - utilities,Terminal/International arrival area rental or other charge (form Obsolete form FAA-5100-127), Terminal area apron charges/tiedowns,Federal Inspection Fees,Other passenger aeronautical fees,Total Passenger Airline Aeronautical Revenue,Landing fees from cargo,Landing fees from GA and military, FBO revenue - contract or sponsor-operated,Cargo and hangar rentals,Aviation fuel tax retained for airport use,Fuel sales net profit/loss or fuel flowage fees,Security reimbursement from Federal Government,Other non-passenger aeronautical revenue,Total Non-Passenger Aeronautical Revenue,Total Aeronautical Revenue,Land and non-terminal facility leases and revenues,Terminal-food and beverage,Terminal-retail stores and duty free,Terminal-services and other,Rental cars-excludes customer facility charges,Parking and ground transportation,Hotel,Other Non-Aeronautical Revenue,Total Non-Aeronautical Revenue,Total Operating Revenue,Personnel compensation and benefits,Communications and utilities,Supplies and materials,Contractual services,Insurance claims and settlements,Other Operating Expenses,Subtotal - Operating Expenses,Depreciation,Total Operating Expenses,Operating Income,Interest Income,Interest expense,Grant receipts,Passenger Facility Charges,Capital Contributions,Special items (loss),Other Non-Operating Revenue,Total Non-Operating Revenue,Change in net assets,Net assets (deficit) at beginning of year,Net assets (deficit) at end of year,Airfield,Terminal,Parking,Roadways - Rail - Transit,Other Capital Expenditures,Total Capital Expenditures,Long Term Bonds,Loans and interim financing,Special facility bonds,Total Debt at End of Year,Restricted debt reserves,Restrictions for renewals and replacements,Restricted other,Total Restricted Assets,Unrestricted Cash and Investments,Bond proceeds,Proceeds from sale of property,Debt service (excluding coverage),Debt service (net of PFCs and offsets),Enplanements,Landed weights in pounds,Signatory landing fee rate per 1000 lbs,Annual aircraft operations,Passenger airline cost per enplanement,Full time equivalent employees at end of year,Security and law enforcement costs,ARFF costs,Repairs and maintenance,Marketing - Advertising - Promotions,
"	MT",S,GALLATIN FIELD,BZN,6/30/13,1/6/14,571021,0,781736,0,27836,0,0,1380593,15961,104616,43836,31209,0,116616,131193,13500,456931,1837524,595198,267778,297215,266167,2095095,1904862,0,603462,6029777,7867301,2436835,584060,723770,82813,76045,110480,4014003,3808951,7822954,44347,269044,-653486,3190891,1696972,-1886625,0,-38597,2578199,2622546,84534287,87156833,82868,53936,81934,49552,516365,784655,15510000,0,0,15510000,1855611,0,1324128,3179739,11395558,0,0,-653486,0,440203,5.25074E+8,1,14576,3.14,31,610048,747929,490896,19060,
"				  PR",N,RAFAEL HERNANDEZ,BQN,6/30/13,6/18/14,787565,0,1872385,0,273461,0,0,2933411,0,0,180940,0,0,568966,0,0,749906,3683317,0,0,500424,4964,0,0,0,9883,515271,4198588,3247384,1271818,42177,1300388,677828,203810,6743405,749253,7492658,-3294070,407656,806493,6325189,815236,0,996035,7796,9358405,6064335,0,0,0,0,0,0,0,0,0,3967,0,3967,0,0,0,0,0,12965,0,0,0,0,0,0,0,0,0,0,0,0,0,
"				  PR",M,LUIS MUNOZ MARIN INTL,SJU,12/31/13,6/27/19,21011324,0,31306484,0,0,0,0,52317808,0,0,2723537,344304,0,3762568,0,0,6830409,59148217,0,3672214,5042720,480278,5778713,6398578,0,256748,21629251,80777468,17505775,14878851,0,1.731903E+7,5102761,14659682,69466099,14319986,83786085,-3008617,48219,-21115439,0,12888787,236393671,0,-1729115,226486123,223477506,-7084978,-216392529,0,0,0,0,27807643,27807643,0,0,0,0,0,0,12221725,12221725,18812606,3.5E+8,0,10785095,8999515,3541748,5777692,3.67,108438,14.77,174,3809007,2333333,7442683,0,
"				  SC",N,FLORENCE REGIONAL,FLO,6/30/13,5/30/14,32283,0,46564,0,0,0,0,78847,0,0,1162925,4370,0,0,82285,170,1249750,1328597,47219,4337,0,0,443187,583898,0,7801,1086442,2415039,1031467,177297,76061,119555,-6862,1285451,2682969,1207684,3890653,-1475614,4482,-83583,0,276716,1422404,-959981,124035,784073,-691541,29879263,29187722,36175,585049,0,0,0,621224,0,1732259,0,1732259,0,0,0,0,664110,0,0,0,0,63363,6.270675E+7,0.4,0,1.24,27,180751,113330,126158,5717,
"				  NC",M,RALEIGH-DURHAM INTL,RDU,3/31/13,2/7/14,10291275,0,17186549,0,222,919470,1521396,29918912,739521,0,993112,2374078,0,1354527,389704,180754,6031696,35950608,1062346,3371948,2121021,1175317,12875772,41740549,0,136880,62483833,98434441,22867548,5977086,2386543,1.64075E+7,1565177,395667,49599521,48678489,98278010,156431,2835466,-2.72E+07,5475352,18734688,0,0,-697137,-869581,-713150,0,-713150,6421808,21192535,0,0,3040470,30654813,679005000,0,0,679005000,13239327,0,220000,13459327,150450068,0,0,47146819,23512819,4633284,55412421,1.89,184370,6.46,294,2832137,1273722,13931013,1671816,
"				  SC",S,GREENVILLE-SPARTANBURG,GSP,6/30/13,9/21/13,1448935,0,3530664,0,139439,370,0,5119408,365240,0,523454,1460088,0,66825,125940,169232,2710779,7830187,357887,354870,409618,209148,4097296,8511499,0,1167106,15107424,22937611,6613033,1250785,1031531,1581115,398783,1413509,12288756,9657926,21946682,990929,111342,-277148,4630642,0,0,0,-59975,4404861,5395790,0,0,92621,17615267,5049860,0,0,22757748,3355000,0,0,3355000,260003,0,0,260003,75439779,0,0,0,0,0,1118214793,1.6,48368,0,0,1021931,1007352,0,374746,
"				  SC",S,COLUMBIA METRO,CAE,12/31/13,6/23/14,1632072,0,2190208,0,0,0,790888,4613168,996409,0,426188,503807,0,0,129838,0,2056242,6669410,878372,229124,230507,304539,2071861,4901117,0,202021,8817541,15486951,6062306,1442815,298795,1919649,315864,1062910,11102339,8997818,20100157,-4613206,84390,-3070260,1.059617E+7,1965937,0,0,2664554,12240791,7627585,98185307,105812893,7446231,2963176,390202,0,5445893,16245502,62940000,0,2250670,65190670,8118980,0,4863344,12982324,6884639,1.23E+7,0,6193217,3530655,502924,1.025983E+9,2.63,52980,9.17,66,1252059,959175,803200,597994,
"				  TN",N,LOVELL FIELD,CHA,6/30/13,9/26/13,914681,0,947367,0,0,0,460948,2322996,0,0,0,678496,0,1934350,0,847406,3460252,5783248,0,68226,0,0,1407770,2855794,0,0,4331790,10115038,3053993,426794,20386,188315,292799,3750540,7732827,0,7732827,2382211,66575,-202459,9508125,1200927,0,0,-4603968,5969200,8351411,0,0,0,0,0,0,0,0,5400881,0,0,5400881,0,0,3809411,3809411,11564741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"				  TN",S,MC GHEE TYSON,TYS,6/30/13,2/17/14,2957694,0,3564112,0,0,0,0,6521806,893108,129533,313004,1758049,0,161455,109911,1400,3366460,9888266,601357,411677,300834,537806,3047112,8576627,0,108390,13583803,23472069,10450251,1494314,2789129,1466349,298028,465808,16963879,11180799,28144678,-4672609,195538,-2880481,14150398,3312540,0,-3436870,-61080,11280045,6607436,120906111,127513547,13870649,2164797,0,0,65895,16101341,79419791,0,0,79419791,0,0,896832,896832,0,0,0,2200289,0,850304,1253756,3.09,102351,7.67,147,3475271,0,1111622,535034,
"				  TN",M,NASHVILLE INTL,BNA,6/30/13,11/3/16,9765504,0,22145785,0,872579,25240,0,32809108,823920,0,675292,888567,0,389368,0,0,2777147,35586255,4077654,3393233,2348950,1810414,10857275,35344012,0,3275587,61107125,96693380,31818392,5546393,3325306,23763443,1165871,2316193,67935598,33782165,101717763,-5024383,309200,-9955883,5973311,13262426,0,0,10860468,20449522,15425139,363399801,3.7882494E+8,8844722,5644226,1644742,61121,2512900,18707711,137562071,4221197,6.472E+7,206503268,46156522,0,9854109,56010631,47753576,0,0,35919622,27093547,5037975,6401490,1.52,172761,6.51,281,7333330,0,15679408,918836,
"				  VI",S,CYRIL E KING,STT,9/30/13,8/8/14,2319480,0,7628736,0,147260,0,0,10095476,0,0,0,347319,0,285700,478161,0,1111180,11206656,700770,1021538,356909,1585278,1324635,639264,0,6148,5634542,16841198,3008865,3546335,281350,4404933,1200652,2260160,14702295,8169435,22871730,-6030532,12016,0,4356586,2581097,0,0,152468,7102167,1071635,0,0,5050448,1728829,0,465,2599180,9378922,0,0,0,0,6923577,0,0,6923577,3403314,0,0,0,0,0,0,0,0,0,0,365424,1522822,1242009,0,
"				  VI",N,HENRY E. ROHLSEN,STX,9/30/13,8/8/14,606920,0,2127757,0,17086,0,0,2751763,0,0,0,495490,0,51988,102200,0,649678,3401441,139271,3000,9029,292038,279714,295592,0,0,1018644,4420085,2436791,1636373,237194,2885843,595090,1840757,9632048,4329007,13961055,-9540970,1,0,441332,492598,0,0,49051,982982,-8557988,0,0,224445,596851,76986,0,335417,1233699,0,0,0,0,0,0,0,0,1492492,0,0,0,0,0,0,0,0,0,0,331682,1116941,696695,0,
"				  TN",M,MEMPHIS INTL,MEM,6/30/13,12/23/13,5060000,0,2.1793E+7,0,514000,47000,1736000,29150000,3.1087E+7,0,1012000,1.1116E+7,0,222000,0,11450000,54887000,84037000,766000,1997000,1297000,2785000,6973000,1.342E+7,0,0,27238000,111275000,2.6124E+7,5821000,4700000,1.6444E+7,1965000,1595000,56649000,5.9024E+7,115673000,-4398000,2012000,-2.27E+07,3.7575E+7,0,0,0,5140000,22022000,17624000,6.65143E+8,6.82767E+8,3.4081E+7,1.3414E+7,1.5916E+7,0,6624000,70035000,394825000,11434000,4.5E+7,451259000,0,0,0,0,35306000,0,0,5.1812E+7,5.0312E+7,2776958,24802612,1.46,248628,10.5,313,7333000,3675000,1.713E+7,315000,
"				  AL",S,HUNTSVILLE INTL-CARL T JONE,HSV,6/30/13,10/25/13,1168890,0,3789835,0,0,0,1460070,6418795,664967,0,338462,2285235,0,348267,123777,153353,3914061,10332856,746422,103354,224253,665106,2090886,6221253,3684870,2570492,16306636,26639492,6923770,1339113,682277,1326924,484987,5355247,16112318,11608665,27720983,-1081491,247460,-2137782,20642538,2155012,0,144786,-317383,20734631,19653140,2.4581717E+8,2.6547031E+8,27721473,3045705,428610,1040769,2743602,34980159,64657981,0,0,64657981,5198201,0,7760104,12958305,39893008,0,263520,7725733,6154933,545711,1.127928E+9,1.65,59020,11.76,111,530566,1591699,1329904,515306,
"				  KY",N,BARKLEY REGIONAL,PAH,6/30/13,11/15/13,25371,0,123087,0,0,0,0,148458,0,0,77650,19113,0,76275,41418,0,214456,362914,35750,4782,0,0,232075,168358,0,37513,478478,841392,581622,107079,48403,50730,41403,92468,921705,1494499,2416204,-1574812,390,-24410,1992437,61615,0,0,272896,2302928,728116,23680981,24409097,1435997,733958,0,0,1400,2171355,0,492542,0,492542,0,0,62370,62370,24346727,0,0,85667,0,0,0,0,0,0,0,135022,166502,65333,30386,
"				  SC",S,MYRTLE BEACH INTL,MYR,6/30/13,11/5/13,1425463,0,5143499,0,0,0,-606587,5962375,0,0,397931,722888,0,1391989,119007,185796,2817611,8779986,28200,493622,529446,166025,3740015,1880604,0,29062,6866974,15646960,6766679,1146519,508189,1344576,327776,809871,10903610,7365755,18269365,-2622405,198082,-1319640,14564728,3202752,0,0,5420192,22066114,19443709,226109132,245552841,6078970,42684503,0,471362,77613,49312448,60389843,17632663,0,78022506,14297503,0,169529044,183826547,50753259,0,193775,3086195,1790480,771564,920434,1,122714,7.73,112,608498,853145,0,309237,
"				  MS",S,GULFPORT-BILOXI REGIONAL,GPT,9/30/13,2/4/14,2071581,0,2004085,0,0,0,617450,4693116,0,2432349,125097,80355,0,319404,0,18960,2976165,7669281,117185,41151,79105,0,1810375,881808,71497,702389,3703510,11372791,2924388,631319,1236560,3330115,760633,1136191,10019206,9173067,19192273,-7819482,4628,-1505013,9167789,1503727,0,0,332230,9503361,1683879,195229264,196918872,4643927,1155,0,877496,3560194,9082772,29720000,0,0,29720000,8385426,0,0,8385426,4346470,0,0,2540863,537136,376555,344503,4.08,57574,12.46,46,617269,2432349,1321620,526627,
"				  KY",S,LOUISVILLE INTL,SDF,6/30/13,10/28/13,2926863,0,6636562,0,1864358,0,0,11427783,16002623,50168,880473,2293744,0,187819,244602,353439,20012868,31440651,1878557,1230177,990424,764242,6473782,15486518,0,3351648,30175348,61615999,11947824,3524553,4526268,6995335,581840,2764312,30340132,27235242,57575374,4040625,1173562,-12457211,13344645,6823983,0,0,3555826,12440805,16481430,295116162,311597592,19050237,968685,4050842,0,5190204,29259968,288775000,0,0,288775000,65956199,0,10427865,76384064,34652207,0,75084,31937543,27433337,1714706,1.326008435E+10,1.38,148496,6.66,234,513731,2617122,5237235,753552,
"				  KY",S,BLUE GRASS,LEX,6/30/13,10/24/13,1835785,0,3323224,0,4980,0,0,5163989,0,0,606486,250668,0,190237,0,59236,1106627,6270616,86119,304253,123888,621259,1892606,4393472,0,181281,7602878,13873494,5823754,948307,921004,755759,349862,778701,9577387,9425228,19002615,-5129121,322471,-3071571,4295303,2116850,0,0,651768,4314821,-814300,109168809,108354509,4047002,968443,0,0,1477504,6492949,55280000,0,0,55280000,17484539,0,80950700,98435239,9919261,0,0,2068086,819061,541741,632616,2.75,64530,9.53,91,2043960,70059,2375558,353403,
"				  SC",S,CHARLESTON INTL,CHS,6/30/13,5/30/14,367249,0,6051781,0,137283,0,0,6556313,59063,0,547008,193432,0,1334221,249661,0,2383385,8939698,410931,789097,595699,419386,5916105,8601481,0,121741,16854440,25794138,10776915,1590527,870880,1757525,312028,1026468,16334343,9549502,25883845,-89707,80013,-547783,13445183,5376749,0,0,3432264,21786426,21696719,188833827,2.1053055E+8,12196305,19156587,1340580,0,351644,33045116,5747166,5554799,0,11301965,2625484,0,7585372,10210856,52692198,0,0,0,0,1350379,2175440,0.2,103367,4.86,153,2736160,0,7992391,744582,
"				  NC",S,PIEDMONT TRIAD INTL,GSO,6/30/13,1/12/18,3549221,0,3350183,0,303660,0,0,7203064,0,0,519601,2936972,0,159536,280251,12401,3908761,11111825,1251292,321567,479862,16395,3457358,7694445,0,229949,13450868,24562693,6429919,1328889,789777,1009170,524515,1825151,11907421,0,11907421,12655272,36669,-2147742,8364605,3569060,0,0,-17238445,-7415853,5239419,320710048,324649242,5662033,3625155,123324,3915,2557887,11972314,102760000,0,0,102760000,5666908,0,0,5666908,28976880,0,0,0,0,863182,1.74711E+9,2.04,14769,8.34,107,1624238,956638,387991,703713,
"				  KY",M,CINCINNATI/NORTHERN KENTUCKY,CVG,12/31/13,6/30/14,9418673,0,16188223,0,4975185,0,75083,30657164,13615833,0,559230,1984467,0,0,489687,0,16649217,47306381,1520191,1581098,1271243,1266464,6685896,22910708,132000,2797111,38164711,85471092,34036204,8208221,5886213,14720573,1231229,1391757,65474197,48781698,114255895,-28784803,470374,-5096953,18132943,11106712,0,0,2469232,27082308,-1702495,922435449,920732955,21588338,2019141,388616,2960,4135461,28134516,100430000,0,0,100430000,25563252,0,5026318,30589570,13378191,0,25034,2.6354E+7,1.5891E+7,2874788,7.03065019E+9,0.54,137671,10.66,388,8440508,6619828,20266974,1840026,
"				  MS",N,TUPELO REGIONAL,TUP,9/30/13,1/16/14,42477,0,75224,0,0,0,0,117701,0,0,157022,22290,0,54726,28954,7095,270087,387788,295152,847,0,0,90675,16619,0,83060,486353,874141,473021,141623,152845,64252,68325,0,900066,0,900066,-25925,0,-44126,5098589,27691,0,0,151502,5233656,5207731,0,0,9117448,0,0,0,0,9117448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"				  MS",N,GOLDEN TRIANGLE REGIONAL,GTR,6/30/13,10/23/13,37359,0,160557,0,150,0,0,198066,0,0,20713,66819,0,44534,41318,0,173384,371450,140867,2815,0,15742,168255,303359,0,0,631038,1002488,664399,172951,107200,0,57000,0,1001550,0,1001550,938,158,0,2500000,160000,0,0,0,2660158,2661096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"				  NC",N,FAYETTEVILLE REGIONAL,FAY,6/30/13,12/19/13,383975,0,243574,0,0,0,78408,705957,0,0,161182,243895,0,90762,112888,188313,797040,1502997,35256,16800,38037,3000,1396506,1553935,0,48712,3092246,4595243,1317262,456775,207520,264720,50951,604745,2901973,2744927,5646900,-1051657,-8541,0,6066126,512647,0,0,-437777,6132455,5080798,50024662,55105458,6581021,0,12656,0,0,6593677,0,0,0,0,0,0,1207160,1207160,8319878,0,0,0,0,253330,3.068324E+8,1.23,44971,2.79,15,438493,519344,380542,103635,
"				  MS",S,JACKSON INTERNATIONAL,JAN,9/30/13,3/24/14,1521162,0,3850871,0,986,0,404000,5777019,153980,0,319069,199847,0,92976,0,25975,791847,6568866,1671452,213781,225326,45802,2776406,6104307,0,28952,11066026,17634892,6909983,926682,658091,2724877,520237,1467109,13206979,8456421,21663400,-4028508,91333,-1971603,6368302,2432918,0,43189,2470256,9434395,5405887,114289575,119695462,10151608,2597960,0,46654,5868753,18664975,40234801,0,0,40234801,3730498,0,3533400,7263898,11692061,0,0,3274430,1863513,604789,840355,1.99,82858,9.55,106,2741378,54171,3188889,662517,
"				  NC",N,ASHEVILLE REGIONAL,AVL,6/30/13,10/28/13,567922,0,1092335,0,198212,0,222368,2080837,0,5087,896594,22204,0,64092,121809,209696,1319482,3400319,142694,99105,4308,180791,2032202,2546919,0,1108143,6114162,9514481,3964295,432120,176935,690335,193294,1201208,6658187,4812708,11470895,-1956414,32193,-165014,1571108,1237175,0,0,-521358,2154104,197690,78421397,78619087,1696239,951916,19320,0,74479,2741954,0,0,2597626,2597626,320443,0,491162,811605,16197591,0,28213,0,0,313353,388720012,1.51,59484,6.64,56,990826,283096,705844,277840,
"				  NC",S,WILMINGTON INTL,ILM,6/30/13,10/17/13,832131,0,746165,0,0,0,0,1578296,35854,109177,351250,24127,0,226761,131508,457676,1336353,2914649,709408,159713,0,0,985882,3158106,0,170566,5183675,8098324,3652813,401242,427302,1186816,284703,0,5952876,5636172,11589048,-3490724,10620,0,6497170,1569733,0,-2975398,824529,5926654,2435930,76958638,79264325,6899503,46478,18540,0,1194773,8159294,0,1586214,0,1586214,0,0,3296719,3296719,12094963,0,0,673549,0,393845,0,1.94,52451,4.01,48,927764,309255,1087030,309376,
"				  MS",N,KEY FIELD,MEI,9/30/13,3/25/14,0,0,90400,0,0,0,0,90400,0,0,79400,0,0,216153,17245,403543,716341,806741,93849,3979,0,60162,36521,13380,0,11220,219111,1025852,447690,62823,21759,120085,46076,109899,808332,2139049,2947381,-1921529,3036,0,1646889,24789,0,0,0,1674714,-246815,0,0,1690672,5450,0,0,53401,1749523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"				  NC",N,CRAVEN COUNTY REGIONAL,EWN,6/30/13,12/11/13,121845,0,109732,0,0,0,0,231577,0,0,77941,49297,0,0,0,0,127238,358815,91686,11881,9410,19996,344823,824764,0,0,1302560,1661375,776391,180257,157498,224590,78961,10265,1427962,792816,2220778,-559403,10279,-37056,5425720,508394,0,0,24861,5932198,5372795,25753311,31126108,5578645,0,0,0,0,5578645,125000,381381,0,506381,0,0,0,0,2490293,0,0,557057,557057,131812,0,0,0,1.76,22,246193,0,73211,79786,
"				  NC",N,MOORE COUNTY,SOP,6/30/13,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"				  LA",N,SHREVEPORT REGIONAL,SHV,12/31/13,4/29/14,1128842,0,1887554,0,126037,0,306377,3448810,833192,0,293594,1601312,0,259756,116800,0,3104654,6553464,511477,85280,84007,0,1333640,2100927,0,106293,4221624,10775088,4633941,1008459,322220,1242766,378807,362976,7949169,4761784,12710953,-1935865,45265,-2225253,34077,1142079,5629052,0,-335,4624885,2689020,9.745242E+7,1.0014144E+8,2492869,1597988,0,110979,1613581,5815417,34750000,0,0,34750000,3848702,0,5883878,9732580,4991851,0,8063,3520253,2882332,293390,6.5648397E+8,3.05,39629,11.76,74,0,1380287,362976,141507,
"				  NM",N,FARMINGTON MUNI,FMN,6/30/13,10/23/13,40499,0,33453,0,47715,0,0,121667,0,0,0,124600,0,22950,0,505,148055,269722,81534,19171,0,0,128395,0,0,0,229100,498822,369828,82355,83452,14180,25054,65,574934,0,574934,-76112,296,0,1100094,41841,0,0,119595,1261826,1185714,0,0,1052942,0,0,12720,46262,1111924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74344,19140,
"				  NM",N,ROSWELL MUNI,ROW,6/30/13,11/8/14,20010,0,0,0,470152,0,0,490162,0,0,0,0,0,47912,4099,0,52011,542173,1505724,0,0,1060,0,0,0,92921,1599705,2141878,654131,168034,69937,25253,99144,338784,1355283,0,1355283,786595,6969,-43590,2470644,231572,0,-462000,534685,2738280,3524875,0,0,2959796,0,520348,0,0,3480144,0,731111,0,731111,0,0,0,0,0,0,10350,222720,0,0,0,0,0,0,0,0,0,0,0,
"				  NM",N,SANTA FE MUNI,SAF,6/30/13,10/30/14,222306,0,184494,0,49516,0,41242,497558,0,0,45798,172036,0,151122,0,0,368956,866514,0,11609,0,2247,275418,106552,0,0,395826,1262340,1078116,80772,52189,68869,59659,97080,1436685,1376825,2813510,-1551170,44,-1,2858565,0,0,0,-515,2858093,1306923,0,0,2933454,0,0,0,0,2933454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"				  OK",S,TULSA INTL,TUL,6/30/13,3/23/18,5661939,0,5560225,0,2861,0,86158,11311183,1025233,0,705134,2121565,0,708525,84661,368231,5013349,16324532,369119,601472,550845,623941,4399007,7136578,276037,3181975,17138974,33463506,8753691,1472133,1122923,8260827,236874,311980,20158428,1.378224E+7,33940668,-477162,-586506,-9680471,21572165,5243942,3834417,0,-210480,20173067,19695905,0,0,21621042,6338245,995,0,542329,28502611,146969323,3975000,0,150944323,690296,0,5497059,6187355,19548681,779323,37302,17007581,11205306,1316654,2106590907,2.92,93152,8.59,151,2950811,1697697,6176114,0,
"				  LA",M,NEW ORLEANS INTL,MSY,12/31/13,6/27/14,9574982,0,27737161,0,2273187,0,1013429,40598759,485809,106414,300813,213321,0,300412,0,66321,1473090,42071849,1083158,3006916,2929749,1045640,9501025,13074166,0,772502,31413156,73485005,10973987,4063367,2501888,19147346,2828638,8079439,47594665,38866113,86460778,-12975773,379609,-21359038,9186457,18447257,0,0,12335267,18989552,6013779,372824395,378838183,4216493,7729883,2965303,1173346,11942381,28027406,314781617,35991642,0,350773259,44783990,0,144788524,189572514,75679590,0,30000,30331196,20701971,4598213,6032372,1.65,100956,8.83,161,7472076,4625912,0,0,
"				  OK",N,LAWTON FT SILL REGIONAL,LAW,6/30/13,10/3/13,62059,0,57785,0,0,0,0,119844,0,6509,70055,34203,38068,0,0,0,148835,268679,25455,13660,6382,44186,312269,136973,0,676609,1215534,1484213,367573,92077,54981,769524,29798,145715,1459668,1068098,2527766,-1043553,444,-652,3873251,199070,0,0,-917,4071196,3027643,15987013,19014656,4337836,0,0,0,69496,4407332,0,47939,0,47939,0,0,79755,79755,586722,0,0,0,0,54135,0,0.72,29867,2.21,8,75123,566370,117701,10470,
"				  NM",M,ALBUQUERQUE INTL,ABQ,6/30/13,12/23/13,6981150,0,14848505,0,100933,0,519399,22449987,1211735,50000,3300016,489959,0,306734,0,216236,5574680,28024667,1582716,1893033,2082957,273965,11524671,8288608,0,8471694,34117644,62142311,15832302,2816448,734266,6540836,593384,4496564,31013800,30014371,61028171,1114140,238140,-4255755,6576248,9932143,0,24301,656968,13172045,14286185,294037746,308323931,5659394,6502495,5088169,0,745233,17995291,98091667,0,0,98091667,5874425,0,82505738,88380163,15473363,0,-32754,24272005,0,2601588,3.86546253E+9,2.12,141708,8.63,277,4641918,0,2351308,140744,
"				  AR",S,LITTLE ROCK NATIONAL - ADAMS FIELD,LIT,12/31/13,6/27/14,4579162,0,4327957,0,145350,0,0,9052469,462285,40075,0,201105,0,241768,0,252413,1197646,10250115,2891953,647938,307721,213235,3678259,9543304,0,3096374,20378784,30628899,9632397,1784157,940767,5565073,364230,1557964,19844588,12014349,31858937,-1230038,93135,-385569,6228881,4406054,10000,13117864,2663676,26134041,24904003,320119639,345023642,2785265,10834786,0,0,0,13620051,11120000,0,0,11120000,2757878,0,0,2757878,9732317,0,0,11453174,11453174,1085323,1493459699,3.39,96664,8.34,162,2300225,1352209,1599399,281979,
"				  LA",N,LAFAYETTE REGIONAL,LFT,12/31/13,5/20/14,625552,0,1246427,0,0,0,0,1871979,227807,0,0,581636,0,130336,0,1814634,2754413,4626392,392586,25350,0,210044,956401,1769001,0,3109266,6462648,11089040,1679545,428295,96599,3931056,352440,0,6487935,5835117,12323052,-1234012,84943,0,1.034116E+7,998676,0,0,0,11424779,10190767,114299566,124490333,16530489,2437036,0,328229,3560660,22856414,0,0,0,0,0,0,0,0,0,0,0,0,0,236264,0,0,0,7.92,0,758211,626775,1586769,397585,
"				  LA",N,MONROE REGIONAL,MLU,4/30/13,1/15/15,134843,0,2492,0,0,0,0,137335,0,0,0,397432,0,113429,83042,0,593903,731238,1003594,12713,10404,0,299559,579018,0,-2973,1902315,2633553,813774,350655,385192,286537,10150,55756,1902064,2739706,4641770,-2008217,412,0,3123156,404012,6025941,0,0,9553521,7545304,0,0,0,2935891,0,0,0,2935891,0,0,0,0,0,0,0,0,0,0,-317216,0,0,0,0,0,0,0,0,0,0,0,0,
"				  LA",N,LAKE CHARLES REGIONAL,LCH,12/31/13,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"				  AR",N,FORT SMITH REGIONAL,FSM,12/31/13,4/3/14,133097,0,157224,0,0,0,0,290321,0,2244,232543,231487,29974,184622,109500,181232,971602,1261923,335257,2101,0,159830,531047,316180,0,0,1344415,2606338,763574,261160,220963,679416,68370,15994,2009477,2687335,4696812,-2090474,12794,-150911,1806608,333847,0,0,5344,2007682,-82792,35899131,35816339,1879838,0,0,0,0,1879838,2855000,0,0,2855000,381272,0,56019,437291,3376024,0,0,302538,0,84520,1.064773E+8,1.25,34880,3.43,14,109500,0,157072,9181,
"				  AR",N,TEXARKANA  REGIONAL,TXK,12/31/13,4/29/14,48754,0,55594,0,0,0,0,104348,0,0,98376,95430,5277,22707,27600,0,249390,353738,281814,0,0,0,199525,139646,0,35740,656725,1010463,470643,126793,567993,0,0,0,1165429,0,1165429,-154966,23,-12612,420742,146246,0,0,0,554399,399433,0,0,0,0,0,0,177429,177429,0,6889,0,6889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"				  OK",S,WILL ROGERS WORLD,OKC,6/30/13,12/12/13,6430507,0,4568926,0,0,0,0,10999433,593495,0,2442112,775263,0,1671590,224918,0,5707378,16706811,10631172,827839,1266527,328534,5927161,9723526,60262,13199759,41964780,58671591,8780385,1531523,1376305,10235676,899866,2102836,24926591,20478414,45405005,13266586,617955,-4932436,9409881,7364701,0,0,5132164,17592265,30858851,424442309,455301155,8620771,2296372,2019633,446110,12261896,25644782,94355000,0,0,94355000,26493184,0,23803647,50296831,86982128,0,0,25302095,1.949221E+7,1845055,2321934,3,195346,5.96,115,3456894,2299455,1837660,192700,
